N,id_TT,name_TT,address,latitude,longitude,region_tt
3575,13851,3575Ш_2-яКарачаровская1,"Москва ул. 2-я Карачаровская, д. 1 стр. 1",55.734663,37.753101,Москва
3582,13858,3582М_Корабельная11эт1,"Москва ул. Корабельная, д. 11 к. 2",55.684264,37.697127,Москва
3601,13877,3601М_Ленинградскийпроспект29,"Москва пр-т Ленинградский проспект, д. 29, к. 2",55.786373,37.561933,Москва
3602,13878,3602МТ_Доброслободская5эт1,"Москва ул. Доброслободская, д. 5 стр. 1 этаж 1",55.768749,37.672407,Москва
3603,13879,3603МТ_Полковая3эт4,"Москва ул. Полковая, д. 3 стр. 1 этаж 4",55.798293,37.604637,Москва
3612,13888,3612М_Ленинградское9,"Москва ш. Ленинградское, д. 9 к. 1",55.816718,37.498585,Москва
3613,13889,3613МТ_КларыЦеткин2эт2,"Москва ул. Клары Цеткин, д. 2 этаж 2",55.818144,37.520617,Москва
3614,13890,3614МТ_Головинское5эт25,"Москва ш. Головинское, д. 5 к. 1 этаж 25",55.840240,37.492024,Москва
3616,13892,3616МТ_Беловежская4эт1,"Москва ул. Беловежская, д. 4",55.712528,37.389122,Москва
3619,13895,3619МТ_Обручева30эт8,"Москва ул. Обручева, д. 30/1 стр. 2  этаж 8",55.656189,37.526169,Москва
3628,13904,3628МТ_БольшаяТатарская11,"Москва ул. Большая Татарская, д. 11 к. С",55.740710,37.634173,Москва
3637,13912,3637МТ_Кутузовский32эт18,"Москва пр-т Кутузовский, д. 32 к. 2",55.742488,37.530903,Москва
3636,13913,3636МТ_Кутузовский32эт15,"Москва пр-т Кутузовский, д. 32 к. 2",55.742488,37.530903,Москва
3638,13914,3638МТ_Кутузовский32эт10,"Москва пр-т Кутузовский, д. 32 к. 2",55.742488,37.530903,Москва
3650,13926,3650М_Веерная22эт1,"Москва ул. Веерная, д. 22 к. 1",55.708516,37.482861,Москва
3653,13939,3653Ш_Зеленоград2008эт1,Зеленоград корпус 2008,55.974017,37.162776,Москва
3657,13943,3657М_Профсоюзная109эт1,"Москва ул. Профсоюзная, д. 109 к.2",55.631861,37.519401,Москва
3665,13952,3665МТ_Волочаевская5к1эт1,"Москва ул. Волочаевская, д. 5, к. 1",55.753747,37.681371,Москва
3668,13955,3668М_Обручева11эт1,"Москва ул. Обручева, д. 11",55.660221,37.515137,Москва
3673,13960,3673М_Магнитогорская7эт1,"Москва ул. Магнитогорская , д. 7",55.774320,37.825344,Москва
3682,13968,3682Ш_ЕгораАбакумова15,"Москва ул. Егора Абакумова, д. 15а",55.880096,37.712282,Москва
3684,13970,3684М_Ленинский40эт1,"Москва проспект Ленинский, д. 40",55.702942,37.570258,Москва
3686,13971,3686МТ_5-ыйНовоподмосковный6эт4,"Москва пер. 5-ый Новоподмосковный, д. 6",55.822589,37.507340,Москва
3700,13992,3700М_Ходынский20эт1,"Москва б-р Ходынский, д. 20А",55.790777,37.523204,Москва
3718,14010,3718Ш_ГенералаБелова28эт1,"Москва ул. Генерала Белова, д. 28 стр. 1",55.605327,37.724490,Москва
3719,14011,3719Ш_Дмитровское50,"Москва ш. Дмитровское, д. 50 к. 1",55.845572,37.569351,Москва
3722,14014,3722М_Ташкентская19,"Москва ул. Ташкентская, д. 19",55.702064,37.814339,Москва
3729,14021,3729МТ_Садовая-Кудринская32эт2,"Москва ул. Садовая-Кудринская, д. 32 стр. 1",55.765412,37.590901,Москва
3730,14022,3730М_Арбат1,"Москва ул. Арбат, д. 1",55.751812,37.599292,Москва
3736,14025,3736М_Боровское36,"Москва ш. Боровское, д. 36А + ""ВкусВиллАйс""",55.639065,37.352803,Москва
3739,14028,3739М_Новогиреевская20к2,"Москва ул. Новогиреевская, д. 20/34 к. 2",55.758519,37.794549,Москва
3740,14029,3740МТ_МаршалаЖукова4эт1,"Москва пр-т Маршала Жукова, д. 4 стр. 1",55.776527,37.500127,Москва
3741,14030,3741М_Мичуринский34,"Москва пр-т Мичуринский, д. 34",55.698340,37.498025,Москва
3749,14038,3749МТ_Вятская27стр42эт2,"Москва ул. Вятская, д. 27 стр. 42",55.797111,37.579759,Москва
3775,14064,3775М_Онежская11,"Москва ул. Онежская, д. 11/11",55.849180,37.520294,Москва
3777,14066,3777М_Новинский18,"Москва б-р Новинский, д. 18",55.754801,37.584550,Москва
3781,14070,3781М_Дубравная34,"Москва ул. Дубравная, д. 34/29",55.846082,37.357950,Москва
3785,14074,3785Ш_Каширское65к2,"Москва ул. Каширское шоссе, д. 65 к. 2",55.599728,37.724723,Москва
3798,14087,3798М_Черняховского17,"Москва ул. Черняховского, д. 17А",55.807886,37.538916,Москва
3804,14093,3804М_МаршалаВасилевского17,"Москва ул. Маршала Василевского, д. 17 + ""ВкусВиллАйс""",55.808923,37.462317,Москва
3813,14102,3813МТ_Зорге1эт17,"Москва ул. Зорге , д. 1",55.778699,37.512371,Москва
3835,14112,3835М_АкадемикаЛандау1,"Москва б-р Академика Ландау, д. 1",55.920300,37.550217,Москва
3841,14118,3841МТ_Лубянский3эт1,"Москва пр. Лубянский, д. 3 стр. 6",55.759428,37.630315,Москва
3843,14120,3843Ш_Погонный3,"Москва пр. Погонный, д. 3А",55.818948,37.702706,Москва
3848,14125,3848Ш_Сухонская15,"Москва ул. Сухонская, д. 15 стр. 2",55.881268,37.655571,Москва
3849,14126,3849МТ_Огородный12эт1,"Москва пр. Огородный , д. 12 стр. 1",55.814108,37.603460,Москва
3856,14133,3856М_2-аяЗвенигородская11,"Москва ул. 2-ая Звенигородская, д. 11",55.761538,37.554214,Москва
3864,14141,3864МТ_Волочаевская5к3эт1,"Москва ул. Волочаевская, д. 5 к. 3, этаж 1",55.752911,37.683374,Москва
3868,14145,3868М_Лечебная14,"Москва ул. Лечебная, д. 14",55.789988,37.737273,Москва
3878,14155,3878М_Волгоградский3-5,"Москва пр-т Волгоградский , д. 3-5 стр. 2",55.731906,37.672379,Москва
3880,14157,3880М_СивцевВражек20,"Москва пер. Сивцев Вражек, д. 20",55.747819,37.593920,Москва
3881,14158,3881МТ_2-яТверская-Ямская8эт1,"Москва ул. 2-я Тверская-Ямская, д. 8",55.771251,37.595887,Москва
3883,14160,3883МТ_ВасилисыКожиной1эт1,"Москва ул. Василисы Кожиной, д. 1",55.737494,37.505155,Москва
3884,14161,3884МТ_Рочдельская15стр15эт3,"Москва ул. Рочдельская, д. 15 стр. 15",55.755670,37.565043,Москва
3906,14183,3906М_Шарикоподшипниковская6,"Москва ул. Шарикоподшипниковская, д. 6/14",55.720160,37.673385,Москва
3907,14184,3907Ш_Пришвина17,"Москва ул. Пришвина, д. 17",55.887069,37.603289,Москва
3917,14194,3917М_Мастеркова1,"Москва ул. Мастеркова, д. 1",55.710093,37.658877,Москва
3934,14211,3934М_Шелепихинская34,"Москва наб. Шелепихинская, д. 34 к. 1",55.761320,37.512505,Москва
3951,14228,3951М_Производственная8,"Москва ул. Производственная, д. 8 к. 2",55.645847,37.389059,Москва
3962,14239,3962М_Шмитовский19,"Москва пр. Шмитовский, д. 19",55.757303,37.547387,Москва
3972,14252,3972МТ_СаввинскийБ12стр9эт2,"Москва пер.  Саввинский Б, д. 12 стр. 9",55.732007,37.562254,Москва
3978,14258,3978М_Мира188к4,"Москва пр-т Мира, д. 188Б к. 4",55.834568,37.659622,Москва
4039,14322,4039МТ_Андропова18к5эт15,"Москва пр-т Андропова, д. 18 к. 5 этаж 15",55.692308,37.662785,Москва
4047,14330,4047М_Лазоревый1к2,"Москва пр. Лазоревый, д. 1А, к. 2 + ""ВкусВиллАйс""",55.847295,37.638521,Москва
4048,14331,4048МТ_Ленинградское16стр1эт6,"Москва ш. Ленинградское, д. 16А стр. 1",55.821386,37.497746,Москва
4049,14332,4049М_Бутырская2,"Москва ул. Бутырская, д. 2/18",55.794416,37.586509,Москва
4058,14343,4058М_Ярославское122,"Москва ш. Ярославское, д. 122 к. 1",55.870074,37.712339,Москва
4059,14344,4059МТ_Пресненская6эт27,"Москва наб. Пресненская, д. 6 стр. 2",55.748143,37.540488,Москва
4062,14347,4062М_Люблинская169,"Москва ул. Люблинская, д. 169 к. 2",55.649063,37.744936,Москва
4080,14365,4080М_Цандера8,"Москва  Цандера, д. 8",55.818205,37.630966,Москва
4081,14366,4081М_Дорожная32,"Москва д. Яковлевское, ул. Дорожная, д. 32",55.463890,36.938944,Москва
4088,14373,4088М_Щербаковская3,"Москва ул. Щербаковская, д. 3",55.782632,37.723378,Москва
4099,14384,4099М_Скандинавский6,"Москва б-р Скандинавский, д. 6",55.566231,37.497629,Москва
4101,14386,4101М_Введенского13К,"Москва ул. Введенского, д. 13К",55.641752,37.541683,Москва
4105,14390,4105М_Садовая-Триумфальная22,"Москва ул. Садовая-Триумфальная, д. 22/31",55.771773,37.603424,Москва
4111,14396,4111М_Вернадского86,"Москва пр-т Вернадского, д. 86а",55.663019,37.480993,Москва
4252,14537,4252М_Дмитровское169,"Москва ш. Дмитровское, д. 169 к. 6",55.928975,37.540793,Москва
4295,14579,4295М_Пер_Рабочая11,"Москва ул. Рабочая, д. 11 стр. 1",55.540056,37.154569,Москва
4297,14581,4297МТ_Гиляровского42,"Москва ул. Гиляровского, д. 42",55.783554,37.632871,Москва
4368,14652,4368МТ_Кутузовский32эт12,"Москва пр-т Кутузовский, д. 32 к. 2",55.742727,37.530526,Москва
4373,14657,4373МТ_Правды8эт1,"Москва ул. Правды, д. 8 к. 1",55.784152,37.579205,Москва
