N,id_TT,name_TT,address,latitude,longitude,region_tt
4814,15103,4814МТ_Мос_посИнститутаПолиомиелита8эт1,"Московский ул. посёлок Института Полиомиелита, д. 8 к. 1",55.602591,37.336058,Москва
4822,15111,4822Ш_Краснобогатырская90,"Москва ул. Краснобогатырская, д. 90 стр. 2",55.800423,37.710063,Москва
4825,15114,4825М_Зеленоград_439,Зеленоград корпус 439,55.993656,37.212980,Москва
4827,15116,4827ДС_Пермская1,"Москва Только для курьеров. ул. Пермская , д. 1 стр. 1",55.820936,37.748475,Москва
4834,15123,4834М_Мира95,"Москва проспект Мира, д. 95",55.807617,37.635889,Москва
4835,15124,4835ДС_ЛефортовскийВал26,"Москва Только для курьеров. ул. Лефортовский Вал, д. 26/3А стр. 3",55.756885,37.695329,Москва
4839,15128,4839МТ_1-йКрасногвардейский21эт42,"Москва пр. 1-й Красногвардейский , д. 21 стр. 1",55.750028,37.534397,Москва
4840,15129,4840М_МиклухоМаклая36Переезд,"Москва ул. Миклухо-Маклая, д. 36а",55.640111,37.532951,Москва
4850,15139,4850Ш_Фили_Марьино5,"Москва поселение Филимонковское, пос.Марьино, д. 5",55.548411,37.323704,Москва
4851,15140,4851М_Мира182,"Москва Мира, дом № 182",55.826104,37.647846,Москва
4852,15141,4852М_Зел_Крюковская1,"Зеленоград пл. Крюковская, д. 1",55.982688,37.174990,Москва
4853,15142,4853МТ_Краснобогатырская89эт2,"Москва ул. Краснобогатырская , д. 89 стр. 1",55.800792,37.713890,Москва
4874,15163,4874М_Измайловскийбр11,"Москва б-р Измайловский, д. 11/31",55.797098,37.786824,Москва
4885,15175,4885М_Осенняя28,"Москва ул. Осенняя, д. 28",55.767722,37.407834,Москва
4889,15179,4889М_Лесная45,"Москва ул. Лесная, д. 45 стр. 1",55.780901,37.591418,Москва
4895,15185,4895М_Зел_корпус1805,"Зеленоград Зеленоград, корпус № 1805",55.979717,37.162692,Москва
4896,15186,4896ДС_Маломосковская20,"Москва Только для курьеров. ул. Маломосковская, д. 20 стр. 2",55.812767,37.650657,Москва
4900,15189,4900ДС_Пришвина3,"Москва Только для курьеров. ул. Пришвина, д. 3Г",55.889921,37.594270,Москва
4901,15190,4901МТ_1-йКрасногвардейский21эт38,"Москва пр. 1-й Красногвардейский, д. 21 стр. 1",55.750028,37.534397,Москва
4902,15191,4902МТ_Новинский8эт3,"Москва б-р Новинский, д. 8",55.751315,37.584618,Москва
4905,15194,4905М_Нововладыкинский1,"Москва пр. Нововладыкинский, д. 1 к. 2",55.850368,37.578181,Москва
4910,15199,4910МТ_АкадемикаТуполева15эт1,"Москва наб. Академика Туполева, д. 15 к. 5",55.760413,37.683194,Москва
4911,15200,4911МТ_Электрозаводская27эт1,"Москва ул. Электрозаводская , д. 27 стр. 1А",55.790965,37.705643,Москва
4912,15201,4912МТ_Дурова26стр2эт0,"Москва ул. Дурова , д. 26 стр. 2",55.777717,37.626187,Москва
4918,15207,4918М_Ленинградский4/2,"Москва пр-т Ленинградский , д. 4/2",55.778735,37.582116,Москва
4923,15213,4923ДС_Искры31,"Москва Только для курьеров. ул. Искры, д. 31 стр. 7",55.863687,37.651574,Москва
4940,15229,4940М_Донецкая30,"Москва ул. Донецкая, д. 30 к. 1",55.645476,37.707215,Москва
4944,15233,4944МТ_БольшаяПочтовая22эт1,"Москва ул. Большая Почтовая, д. 22 стр. 8",55.777545,37.698636,Москва
4949,15238,4949М_ВасилияОщепкова6,"Москва ул. Василия Ощепкова, д. 6",55.555031,37.467320,Москва
4950,15239,4950М_Олимпийскаядеревня4к1эт2,"Москва ул. Олимпийская деревня, д. 4 к. 1",55.676316,37.470419,Москва
4957,15246,4957МТ_Садовническая82эт3,"Москва ул. Садовническая, д. 82 стр. 2",55.735520,37.642474,Москва
4967,15256,4967МТ_Бумажный14эт4,"Москва пр. Бумажный, д. 14 стр. 2",55.789613,37.586904,Москва
4970,15259,4970МТ_Причальный2эт4,"Москва пр. Причальный, д. 2",55.761036,37.519584,Москва
4977,15265,4977МТ_ЛьваТолстого16эт6,"Москва ул. Льва Толстого, д. 16",55.733969,37.587093,Москва
4978,15266,4978МТ_Садовническая82эт2,"Москва ул. Садовническая, д. 82 стр. 2",55.735520,37.642474,Москва
5004,15291,5004ДС_Ком_ЛиповыйПарк1,"Москва Только для курьеров. ул. Липовый Парк, д. 1",55.570802,37.495150,Москва
5005,15292,5005ДС_Кутузовский88,"Москва Только для курьеров. пр-т Кутузовский, д. 88",55.725920,37.449586,Москва
5007,15294,5007МТ_Шаболовка31стр11эт2,"Москва ул. Шаболовка, д. 31 стр. 11",55.719597,37.611626,Москва
5008,15295,5008МТ_Ленинградский31стр1эт23,"Москва пр-т Ленинградский, д. 31А стр. 1",55.784233,37.559541,Москва
5010,15297,5010ДС_БольшаяНоводмитровская14,"Москва Только для курьеров. ул. Большая Новодмитровская, д. 14 стр. 4",55.800312,37.586805,Москва
5016,15303,5016МТ_Пресненская6эт7,"Москва наб. Пресненская, д. 6 стр. 2",55.748179,37.540245,Москва
5017,15304,5017ДС_Нагорная37,"Москва Только для курьеров, ул. Нагорная, д. 37",55.670331,37.593156,Москва
5057,15344,5057М_Муравская38к1,"Москва ул. Муравская, д. 38 к. 1",55.864303,37.372368,Москва
5059,15346,5059МТ_Рочдельская15стр35эт4,"Москва ул. Рочдельская, д. 15 стр. 35",55.756710,37.562533,Москва
5060,15347,5060МТ_Зорге5эт1,"Москва ул. Зорге, д. 5 стр. 3",55.780623,37.509999,Москва
5062,15349,5062МТ_Долгоруковская7эт5,"Москва ул. Долгоруковская, д. 7",55.773793,37.603577,Москва
5064,15353,5064М_АкадемикаВарги26,"Москва ул. Академика Варги, д. 26Б",55.634471,37.474830,Москва
5069,15366,5069ДС_Городская8,"Москва Только для курьеров. ул. Городская, д. 8",55.713836,37.617168,Москва
5070,15367,5070МТ_Петровский12эт2,"Москва б-р Петровский, д. 12 стр. 3",55.766916,37.618749,Москва
5071,15368,5071М_Дмитрия_Донского11,"Москва бульвар Дмитрия Донского, д.11",55.566807,37.576385,Москва
5077,15374,5077МТ_ЛьваТолстого18эт4А,"Москва ул. Льва Толстого, д. 18Б",55.735155,37.585503,Москва
5080,15377,5080МТ_Макаренко4эт5,"Москва ул. Макаренко, д. 4 стр. 1",55.761092,37.647684,Москва
5083,15380,5083МТ_Годовикова9стр17эт5,"Москва ул. Годовикова, д. 9 стр. 17",55.808644,37.629403,Москва
5099,15398,5099М_БЧеркизовская5к1,"Москва ул. Большая Черкизовская, д. 5 к. 1",55.797478,37.720681,Москва
5102,15401,5102М_Мельникова3,"Москва ул. Мельникова, д. 3 к. 1",55.726431,37.676825,Москва
5136,15451,5136М_4-йВятский37,"Москва пер. 4-й Вятский, д. 37",55.800053,37.570608,Москва
5214,15528,5214МТ_пВоск_Варшавское28км3,"Москва ш. Варшавское 28-й км, д. 3 стр. 1",55.492620,37.592842,Москва
5225,15539,5225МТ_Пресненская10эт34,"Москва наб. Пресненская, д. 10 к. С",55.747079,37.536589,Москва
5230,15542,5230МТ_Олимпийский5эт6,"Москва пр-т Олимпийский, д. 5 стр. 1",55.784395,37.622244,Москва
5231,15543,5231М_1905 года11,"Москва ул. 1905 года, д. 11 стр. 1",55.764845,37.560511,Москва
5234,15546,5234МТ_Мельникова29эт2,"Москва ул. Мельникова, д. 29",55.724865,37.665444,Москва
5249,15559,5249М_МаршалаКатукова11,"Москва ул. Маршала Катукова, д. 11 к. 1",55.810966,37.403764,Москва
5264,15575,5264М_Волоколамское71,"Москва ш. Волоколамское, д. 71 к. 2",55.820269,37.431157,Москва
5342,15649,5342МТ_Волгоградский32к31эт3,"Москва пр-т Волгоградский, д. 32 к. 31",55.718665,37.689884,Москва
5344,15651,5344М_Вавилова55,"Москва ул. Вавилова, д. 55/7",55.692211,37.562991,Москва
5345,15652,5345М_Профсоюзная128к2,"Москва ул. Профсоюзная, д. 128 к. 2",55.630441,37.515290,Москва
5346,15653,5346М_Шмитовский39к2,"Москва пр. Шмитовский, д. 39 к. 2",55.754066,37.524731,Москва
5347,15654,5347МТ_Профсоюзная76эт7,"Москва ул. Профсоюзная, д. 76",55.660760,37.543560,Москва
5353,15660,5353М_Амурская1,"Москва ул. Амурская, д. 1А к. 3",55.808306,37.760054,Москва
5355,15662,5355ДС_МаршалаПрошлякова5,"Москва Только для курьеров, ул. Маршала Прошлякова, д. 5 к. 3",55.785464,37.393331,Москва
5358,15665,5358М_ГоспитальныйВал22,"Москва ул. Госпитальный Вал, д. 22/2",55.773606,37.711895,Москва
5363,15670,5363М_3йКрутицкий13переезд,"Москва пер. 3й Крутицкий, д. 13 стр. 2",55.730958,37.664896,Москва
5376,15683,5376МТ_Спартаковская16эт2,"Москва пл. Спартаковская, д. 16/15 стр. 6",55.776551,37.679296,Москва
5378,15685,5378МТ_Варшавское9стр1эт5,"Москва ш. Варшавское, д. 9 стр. 1",55.699918,37.625165,Москва
5381,15687,5381М_Мневники11,"Москва Мнёвники, дом № 11",55.772861,37.486302,Москва
5382,15688,5382М_Садовнический6,"Москва Садовнический, дом № 6",55.741571,37.629206,Москва
5392,15698,5392МТ_Мосфильмовская38эт3,"Москва ул. Мосфильмовская, д. 38А",55.720494,37.519306,Москва
5408,15714,5408М_Шереметьевская6переезд,"Москва ул. Шереметьевская, д. 6 к. 1",55.795403,37.617033,Москва
5419,15725,5419М_Расплетина13,"Москва ул. Расплетина, д. 13",55.795464,37.482627,Москва
5437,15743,5437МТ_Ленинградское39стр3эт5,"Москва ш. Ленинградское, д. 39А стр. 3",55.836443,37.481729,Москва
5438,15744,5438МТ_Ленинградское39стр2эт2,"Москва ш. Ленинградское, д. 39А стр. 2",55.837161,37.481271,Москва
5446,15752,5446М_Новочеремушкинская17,"Москва ул. Новочеремушкинская, д. 17",55.683935,37.582709,Москва
5447,15753,5447М_Боровское2к5,"Москва ш. Боровское, д. 2 к. 5",55.661821,37.419925,Москва
5448,15754,5448М_Невельского6,"Москва пр. Невельского, д. 6 к. 2",55.752379,37.700137,Москва
5453,15760,5453МТ_Журавлева2эт2,"Москва пл. Журавлева, д. 2 стр. 1",55.784071,37.701628,Москва
5454,15761,5454М_Одесская16,"Москва Одесская, дом № 16",55.656321,37.590156,Москва
5465,15772,5465МТ_2-яКабельная2эт3,"Москва ул. 2-я Кабельная, д. 2 стр. 6",55.742083,37.717779,Москва
5469,15776,5469ДС_Дубнинская83,"Москва Только для курьеров, Дубнинская, дом № 83А",55.892420,37.553461,Москва
5476,15783,5476М_Ильменский17,"Москва пр. Ильменский, д. 17 к. 3 и 4",55.861787,37.540820,Москва
5479,15786,5479М_БПолянка30,"Москва ул. Большая Полянка , д. 30",55.734151,37.618929,Москва
5480,15787,5480ДС_БольшойВолоколамский1,"Москва Только для курьеров. Большой Волоколамский, дом № 1",55.800064,37.495455,Москва
5485,15792,5485ДС_Пер_Рабочая13,"Москва Только для курьеров, ул. Рабочая, д. 13 стр. 5",55.539689,37.156543,Москва
5490,15798,5490М_Новочеркасский51,"Москва б-р Новочеркасский, д. 51",55.648387,37.739465,Москва
5498,15807,5498М_Авиамоторная12,"Москва Авиамоторная, дом № 12",55.753225,37.715471,Москва
5500,15809,5500МТ_Варшавское9стр1эт2Сигма,"Москва ш. Варшавское, д. 9 стр. 1",55.699467,37.625594,Москва
5502,15811,5502М_Преображенская6,"Москва  г. Москва, ул. Преображенская площадь дом № 6",55.794851,37.711150,Москва
5508,15817,5508ДС_Ставропольская41,"Москва Только для курьеров, ул. Ставропольская, д. 41В",55.682793,37.780617,Москва
5514,15823,5514МТ_1йКрасногвардейский15эт18,"Москва пр. 1-й Красногвардейский, д. 15",55.750484,37.539527,Москва
5523,15832,5523М_АвиаконструктораМиля3,"Москва Авиаконструктора Миля, дом № 3А",55.686792,37.851898,Москва
5524,15833,5524МТ_ПресненскийВал27эт1,"Москва ул. Пресненский Вал, д. 27 стр. 9",55.772153,37.569539,Москва
5525,15834,5525М_Гжатская16,"Москва ул. Гжатская, д. 16 к. 1",55.715383,37.435142,Москва
5531,15840,5531ДС_ГенералаБелова26,"Москва Только для курьеров, Генерала Белова, дом № 26",55.606136,37.723268,Москва
5543,15852,5543МТ_АвиаконструктораМикояна12эт10,"Москва ул. Авиаконструктора Микояна , д. 12",55.792361,37.527615,Москва
5546,15855,5546МТ_Годовикова9эт4,"Москва ул. Годовикова, д. 9 стр. 17",55.808650,37.629403,Москва
5559,15869,5559М_Белореченская14,"Москва Белореченская, дом № 14",55.670046,37.763522,Москва
5562,15872,5562ДС_1йДорожный1,"Москва Только для курьеров, пр. 1-й Дорожный, д. 1 к. 2",55.616076,37.613746,Москва
5563,15873,5563ДС_Волынская10,"Москва Только для курьеров. ул. Волынская, д. 10, к. 2",55.643248,37.408952,Москва
5567,15877,5567М_1-йНагатинский11переезд,"Москва пр. 1-й Нагатинский, д. 11 к. 1",55.678707,37.634631,Москва
5577,15887,5577М_пВоск_Чечерский128,"Москва пр-т Чечерский, д. 128",55.523825,37.514742,Москва
5579,15889,5579М_БорисаПастернака14,"Москва ул. Бориса Пастернака, д. 14",55.637718,37.315038,Москва
5583,15893,5583МТ_Станиславского21стр5эт1,"Москва ул. Станиславского, д. 21 стр. 5",55.745717,37.662036,Москва
5586,15896,5586М_Сиреневый28расширение,"Москва б-р Сиреневый, дом № 28",55.802432,37.800335,Москва
5610,15920,5610МТ_Волгоградский42эт2,"Москва пр-т Волгоградский , д. 42 к. 5",55.708902,37.721058,Москва
5613,15923,5613МТ_ЗемлянойВал9эт12,"Москва ул. Земляной вал , д. 9",55.761690,37.658536,Москва
5623,15933,5623М_Горчакова11,"Москва ул. Горчакова, д. 11",55.543664,37.532008,Москва
5626,15936,5626М_АнныАхматовой11,"Москва ул. Анны Ахматовой, д. 11 к. 1",55.634237,37.332169,Москва
5632,15945,5632М_2-йГрайвороновский44,"Москва пр. 2-й Грайвороновский, д. 44 к. 1",55.726156,37.745690,Москва
5633,15946,5633М_Святоозерская1расширение,"Москва ул. Святоозерская, д. 1А",55.714653,37.883581,Москва
5634,15947,5634МТ_Преображенская8эт15,"Москва пл. Преображенская, д. 8",55.794887,37.712812,Москва
5637,15949,5637ДС_3-йПероваПоля8,"Москва Только для курьеров, пр. 3-Й Перова Поля, д. 8 стр. 11",55.752572,37.771786,Москва
5641,15953,5641М_Измайловский9,"Москва пр. Измайловский, д. 9 к. 3",55.798282,37.768795,Москва
5646,15958,5646МТ_Кутузовский32к3эт37,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5647,15959,5647МТ_Кутузовский32к3эт35,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5648,15960,5648МТ_Кутузовский32к3эт33,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5649,15961,5649МТ_Кутузовский32к3эт30,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5650,15962,5650МТ_Кутузовский32к3эт28,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5651,15963,5651МТ_Кутузовский32к3эт22,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5656,15968,5656ДС_Тро_Фабричная1,"Москва Только для курьеров, пл. Фабричная, д. 1 стр. 4",55.491483,37.306844,Москва
5662,15974,5662МТ_2-яЭнтузиастов5эт1,"Москва ул. 2-я Энтузиастов , д. 5 к. 5",55.749998,37.735916,Москва
5664,15976,5664ДС_Бехтерева12,"Москва Только для курьеров, Бехтерева, дом № 12",55.626518,37.646768,Москва
5668,15980,5668ДС_Леснорядская10,"Москва Только для курьеров, ул. Леснорядская, д. 10 стр. 1",55.781688,37.675279,Москва
5673,15986,5673М_Кастанаевская42,"Москва ул. Кастанаевская, д. 42 к. 2",55.734993,37.474381,Москва
5674,15987,5674МТ_1-йМитинский15эт2,"Москва пер. 1-й Митинский , д. 15",55.848453,37.379860,Москва
5676,15989,5676МТ_Садовническая77эт4,"Москва наб. Садовническая, д. 77",55.735185,37.641494,Москва
5689,16002,5689ДС_Воротынская2,"Москва Воротынская, дом № 2",55.887311,37.403113,Москва
5690,16003,5690М_Сос_ЭдвардаГрига15,"Москва ул. Эдварда Грига, д. 15",55.556080,37.505373,Москва
5691,16004,5691МТ_ЛенинскаяСлобода26стр5эт5,"Москва ул. Ленинская Слобода, д. 26 стр. 5",55.711316,37.652777,Москва
5692,16005,5692М_Волгоградский70,"Москва пр-т Волгоградский, д. 70",55.705697,37.759325,Москва
5697,16010,5697МП_Курсы_ВкусВилл,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
5698,16011,5698М_Шоссейная2,"Москва ул. Шоссейная, д. 2 к. 3",55.692409,37.727535,Москва
5700,16013,5700МТ_Воздвиженка4стр2подв1,"Москва ул. Воздвиженка, д. 4/7 стр. 2",55.753103,37.610296,Москва
5705,16018,5705МТ_Кутузовский32к3эт26,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5706,16019,5706МТ_Кутузовский32к3эт24,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5707,16020,5707МТ_Кутузовский32к3эт21БашБ,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5721,16034,5721МТ_КосмонавтаВолкова22эт1,"Москва ул. Космонавта Волкова, д. 22 стр. 1",55.815888,37.528729,Москва
5737,16051,5737МТ_БГнездниковский1эт4,"Москва пер. Большой Гнездниковский, д. 1 стр. 2",55.761482,37.605301,Москва
5746,16060,5746М_Шарикоподшипниковская36переезд,"Москва ул. Шарикоподшипниковская, д. 36/18к 18",55.715297,37.676915,Москва
5754,16068,5754МТ_АкадемикаКоролева21эт3,"Москва ул. Академика Королева, д. 21 стр. 1",55.820996,37.601528,Москва
5757,16071,5757Ш_Открытое5,"Москва Открытое, дом № 5А",55.814057,37.733536,Москва
5758,16072,5758М_Жулебинский9,"Москва б-р Жулебинский, дом № 9",55.697833,37.848502,Москва
5768,16082,5768МТ_Ферганская25эт1,"Москва ул. Ферганская, д. 25 к. 1",55.702607,37.826727,Москва
5773,16087,5773МТ_3-яПесчаная2эт9,"Москва ул. 3-я Песчаная, д. 2А",55.792194,37.515964,Москва
5778,16094,5778И_ПраздникВВ,"Москва ул. Кулакова, д. 20, к. 1",55.803479,37.390514,Москва
5787,16103,5787МТ_Новоданиловская10эт10,"Москва наб. Новоданиловская, д. 10",55.696007,37.625513,Москва
5789,16105,5789МТ_Кутузовский32к3эт20,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5791,16107,5791ДС_Новоясеневский8,"Москва Только для курьеров, пр-т Новоясеневский, д. 8 стр. 1",55.612265,37.515471,Москва
5792,16108,5792МТ_Зорге1эт14,"Москва ул. Зорге, д. 1 стр. 1",55.778973,37.512164,Москва
5803,16122,5803МТ_Зел_КонструктораЛукина14эт3,"Зеленоград ул. Конструктора Лукина, д. 14 стр. 14",56.007096,37.156746,Москва
5811,16130,5811М_Рублевское16,"Москва ш. Рублёвское, д. 16 к. 1",55.740193,37.434370,Москва
5812,16131,5812М_7-яТекстильщиков16переезд,"Москва ул. 7-я Текстильщиков, д. 16",55.694672,37.747639,Москва
5813,16132,5813М_Омская7,"Москва Омская, дом № 7А",55.615922,37.263396,Москва
5814,16133,5814ДС_Алтуфьевское22,"Москва Только для курьеров, Алтуфьевское, дом № 22Б",55.861100,37.585556,Москва
5818,16137,5818ДС_ОлимпийскаяДеревня4,"Москва Только для курьеров, Мичуринский проспект. Олимпийская деревня ул, д. 4, к. 1",55.676421,37.470427,Москва
5822,16141,5822МТ_Уланский26эт4,"Москва пер. Уланский, д. 26",55.769960,37.641755,Москва
5828,16147,5828М_БорисовскиеПруды12,"Москва ул. Борисовские Пруды, д. 12 к. 1",55.636011,37.742447,Москва
5834,16153,5834ДС_Мира64,"Москва Только для курьеров, Мира, дом № 64",55.785846,37.636158,Москва
5847,16167,5847М_Лухмановская24,"Москва Лухмановская, дом № 24А",55.722117,37.905527,Москва
5848,16168,5848ДС_Ленинский54,"Москва Только для курьеров, Ленинский, дом № 54",55.697883,37.559948,Москва
5852,16172,5852МТ_БольшаяНикитская60эт0,"Москва ул. Большая Никитская, д. 60 стр. 3",55.758909,37.586104,Москва
5862,16181,5862М_ШишкинЛес25,"Шишкин Лес п. Шишкин Лес, д. 25",55.414486,37.192490,Москва
5863,16182,5863МТ_МалаяСеменовская9эт4,"Москва ул. Малая Семеновская, д. 9 стр. 3",55.785341,37.708958,Москва
5875,16195,5875МТ_Садовническая14эт6,"Москва ул. Садовническая, д. 14 стр. 2",55.746801,37.629116,Москва
5878,16198,5878МТ_Кутузовский32к3эт3,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
5882,16202,5882МТ_Походный3эт15,"Москва пр. Походный, д. 3 стр. 1",55.834325,37.408505,Москва
5893,16213,5893М_Москвитина9,"Москва ул. Москвитина, д. 9 к. 1",55.598131,37.364661,Москва
5901,16221,5901МТ_Якиманская4эт5.2,"Москва наб. Якиманская, д. 4 стр. 1",55.739772,37.612506,Москва
5912,16232,5912МТ_Щипок18эт1,"Москва ул. Щипок, д. 18 стр. 2",55.724211,37.633670,Москва
5921,16241,5921ДС_Ткацкая5,"Москва Только для курьеров, ул. Ткацкая, д. 5 стр. 1",55.786602,37.723520,Москва
5933,16253,5933М_Будённого51к5,"Москва пр-т Будённого, д. 51 к. 5",55.759309,37.738863,Москва
5951,16273,5951М_АдмиралаМакарова6,"Москва ул. Адмирала Макарова, д. 6 стр. 13",55.835660,37.490497,Москва
5957,16278,5957МТ_Ленинградский15стр10эт5,"Москва пр-т Ленинградский, д. 15 стр. 10",55.780846,37.570051,Москва
5958,16279,5958МТ_Оружейный41_6этНовый,"Москва пер. Оружейный, д. 41",55.773358,37.605777,Москва
5962,16283,5962МТ_Дорогобужская14стр6эт2,"Москва ул. Дорогобужская, д. 14 стр. 6",55.712269,37.416628,Москва
5963,16284,5963МТ_Ленинградское16стр4 эт1,"Москва ш. Ленинградское, д. 16А стр. 4",55.823216,37.497468,Москва
5966,16287,5966МТ_ТимураФрунзе11эт1,"Москва ул. Тимура Фрунзе, д. 11 к. 2",55.733705,37.589482,Москва
5972,16293,5972МТ_Пресненская10блСэт32,"Москва наб. Пресненская, д. 10",55.747319,37.536811,Москва
5973,16294,5973МТ_Лесная5эт6,"Москва ул. Лесная, д. 5 стр. Б",55.778193,37.586796,Москва
5974,16295,5974МТ_Пресненская10блСэт4,"Москва наб. Пресненская, д. 10",55.747301,37.536715,Москва
5979,16300,5979МТ_3-яЯмскогоПоля20эт7,"Москва ул. 3-я Ямского Поля, д. 20 стр. 1",55.782991,37.580515,Москва
5980,16301,5980ДС_1-яМагистральная18,"Москва Только для курьеров, ул. 1-я Магистральная, д. 18 стр. 1",55.771331,37.517806,Москва
5981,16302,5981ДС_Лухмановская37,"Москва ул. Лухмановская, д. 37",55.724824,37.910756,Москва
5983,16304,5983МТ_ОзерковскаяНабережная30эт1,"Москва наб. Озерковская, д. 30",55.738019,37.638000,Москва
5985,16306,5985МТ_Олимпийский14эт2,"Москва пр-т Олимпийский, д. 14",55.778355,37.623375,Москва
6022,16329,6022М_Сумская2,"Москва ул. Сумская, д. 2/12",55.623829,37.608014,Москва
6028,16335,6028ДС_Покровский3,"Москва Только для курьеров, б-р Покровский, д. 3 стр. 7",55.757344,37.648970,Москва
6029,16336,6029МТ_Варшавское47эт10,"Москва ш. Варшавское , д. 47 к. 4",55.679138,37.630131,Москва
6036,16343,6036ДС_СтарыйГай8,"Москва Только для курьеров, Старый Гай, дом № 8А",55.740256,37.827994,Москва
6038,16345,6038ДС_Рублевское48,"Москва Только для курьеров, ш. Рублёвское, д. 48/1",55.753640,37.405936,Москва
6053,16360,6053МТ_Пресненская10стр1эт39,"Москва наб. Пресненская, д. 10 стр. 1",55.748914,37.535475,Москва
6055,16362,6055МТ_Пресненская10стр1эт46,"Москва наб. Пресненская, д. 10 стр. 1",55.748914,37.535475,Москва
6058,16365,6058МТ_Смоленская5эт5,"Москва пл. Смоленская, д. 5",55.748265,37.581406,Москва
6097,16409,6097ДС_АкадемикаГлушко15,"Москва Только для курьеров, Академика Глушко, дом № 15",55.565666,37.560448,Москва
6098,16410,6098ДС_Несвижский2,"Москва Только для курьеров, Несвижский, дом № 2",55.732002,37.587569,Москва
6105,16423,6105МТ_1-йГолутвинский2эт2,"Москва пер. 1-й Голутвинский , д. 2/10 к. 2",55.739929,37.614105,Москва
6106,16424,6106МТ_ТимураФрунзе11эт3,"Москва ул. Тимура Фрунзе, д. 11 стр. 1",55.736204,37.585341,Москва
6137,16599,6137М_АлександрыМонаховой84,"Москва ул. Александры Монаховой, д. 84 к. 2",55.545691,37.484541,Москва
6153,16612,6153МТ_Калужское_24км1эт11,"Москва ш. Калужское 24 км, д. 1 стр. 1",55.585026,37.473626,Москва
6156,16615,6156МТ_Кутузовский32к3эт10БашА,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
6157,16616,6157МТ_Кутузовский32к3эт25БашА,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
6158,16617,6158МТ_Кутузовский32к1эт10,"Москва пр-т Кутузовский, д. 32 к. 1",55.741404,37.531559,Москва
6167,16627,6167МТ_Береговой5эт14,"Москва пр. Береговой, д. 5А к. 1",55.755023,37.509245,Москва
6168,16628,6168МТ_УльянЛес_1эт1,Москва д. 1,55.617706,37.344875,Москва
6170,16630,6170МТ_Складочная3эт3,"Москва ул. Складочная, д. 3 стр. 1",55.806100,37.590794,Москва
6171,16631,6171МТ_Огородный20эт3,"Москва пр. Огородный , д. 20 стр. 27",55.818652,37.595030,Москва
6173,16633,6173МТ_Садовническая9эт4,"Москва ул. Садовническая, д. 9а",55.747637,37.628900,Москва
6177,16637,6177МТ_Андропова18к3эт5,"Москва пр-т Андропова, д. 18 к. 3",55.694459,37.661994,Москва
6179,16639,6179МТ_Ленинградское47эт1,"Москва ш. Ленинградское , д. 47 стр. 2",55.847735,37.474102,Москва
6181,16641,6181МТ_Ленинградский35эт5,"Москва пр-т Ленинградский, д. 35 стр. 1",55.789461,37.551735,Москва
6182,16642,6182МТ_Ленинградский36с41эт23,"Москва пр-т Ленинградский , д. 36 стр. 41",55.789947,37.570051,Москва
6190,16650,6190МТ_Настасьинский7эт2,"Москва пер. Настасьинский, д. 7 стр. 2",55.767909,37.604169,Москва
6195,16655,6195МТ_Ленинградский39с80эт11,"Москва пр-т Ленинградский, д. 39 стр. 80",55.796567,37.536931,Москва
6196,16656,6196МТ_Столярный3эт4,"Москва пер. Столярный, д. 3 к. 14",55.765093,37.568776,Москва
6197,16657,6197МТ_1-йЗемельный7эт7,"Москва пер. 1-й Земельный, д. 7/2 стр. 1-2",55.769423,37.559371,Москва
6206,16668,6206МТ_Гашека6эт6,"Москва ул. Гашека, д. 6",55.768345,37.590542,Москва
6212,16674,6212МТ_3-яПесчаная2эт3,"Москва ул. 3-я Песчаная, д. 2А",55.792194,37.515964,Москва
6217,16680,6217МТ_Годовикова9стр4эт1,"Москва ул. Годовикова, д. 9 стр. 4",55.805579,37.627535,Москва
6224,16687,6224МТ_ЗаводаСерпМолот10эт5,"Москва пр. Завода Серп и Молот, д. 10",55.752587,37.702355,Москва
6225,16688,6225МТ_Кутузовский32к3эт11БашА,"Москва пр-т Кутузовский, д. 32 к. 3",55.741652,37.532547,Москва
6226,16689,6226МТ_Новинский8эт4,"Москва б-р Новинский, д. 8",55.751310,37.584622,Москва
6240,16703,6240МТ_60-летияОктября10эт9,"Москва пр-т 60-летия Октября, д. 10А",55.692759,37.574471,Москва
